Timestamp,Sequence,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temperature,Pressure,CRC
2026-08-06 13:25:00.160,4887,-0.047607421875,-0.022216796875,0.984375,0.580152690410614,3.6183207035064697,0.007633587811142206,31.09000015258789,905.4476318359375,13883
2026-08-06 13:25:00.180,4888,-0.0458984375,-0.015625,0.99072265625,0.7022900581359863,3.7022900581359863,0.13740457594394684,31.09000015258789,905.4476318359375,14809
2026-08-06 13:25:00.200,4889,-0.046875,-0.018798828125,0.989013671875,0.580152690410614,3.7022900581359863,0.290076345205307,31.09000015258789,905.4476318359375,1244
2026-08-06 13:25:00.220,4890,-0.042236328125,-0.02197265625,0.984130859375,0.6259542107582092,3.8015267848968506,-0.19083969295024872,31.09000015258789,905.4542846679688,34838
2026-08-06 13:25:00.240,4891,-0.044677734375,-0.015869140625,0.981689453125,0.694656491279602,4.068702220916748,0.25190839171409607,31.09000015258789,905.4542846679688,31329
2026-08-06 13:25:00.260,4892,-0.043701171875,-0.017578125,0.987548828125,0.5038167834281921,3.8778626918792725,-0.038167938590049744,31.09000015258789,905.4542846679688,37475
2026-08-06 13:25:00.280,4893,-0.042724609375,-0.0283203125,0.98681640625,0.37404578924179077,3.610687017440796,-0.030534351244568825,31.09000015258789,905.4542846679688,63235
2026-08-06 13:25:00.300,4894,-0.042236328125,-0.024658203125,0.981201171875,0.5114504098892212,3.786259651184082,0.1221374049782753,31.09000015258789,905.4542846679688,6995
2026-08-06 13:25:00.320,4895,-0.048095703125,-0.016845703125,0.981201171875,0.7633587718009949,3.564885377883911,0.19083969295024872,31.09000015258789,905.4259643554688,55809
2026-08-06 13:25:00.340,4896,-0.049072265625,-0.008056640625,0.985107421875,0.6870229244232178,4.045801639556885,-0.09160305559635162,31.09000015258789,905.4259643554688,19703
2026-08-06 13:25:00.360,4897,-0.050048828125,-0.025146484375,0.983642578125,0.7480915784835815,3.70992374420166,-0.09923664480447769,31.09000015258789,905.4259643554688,28274
2026-08-06 13:25:00.380,4898,-0.0517578125,-0.023681640625,0.98779296875,0.8931297659873962,3.6870229244232178,-0.04580152779817581,31.09000015258789,905.4259643554688,54886
2026-08-06 13:25:00.401,4899,-0.04833984375,-0.01025390625,0.98095703125,0.7938931584358215,3.969465732574463,-0.06870228797197342,31.09000015258789,905.44091796875,64532
